A0AQW4	TCP12_ARATH	AT1G68800
C0LGG8	Y5343_ARATH	AT1G53430
C0LGG9	Y5344_ARATH	AT1G53440
C0LGH0	C0LGH0_ARATH	AT1G53730
C0LGH8	Y1634_ARATH	AT1G63430
C0LGI2	Y1677_ARATH	AT1G67720
C0LGI8	C0LGI8_ARATH	AT1G72300
C0LGJ2	C0LGJ2_ARATH	AT1G75820
C0LGJ7	C0LGJ7_ARATH	AT2G01950
C0LGK4	Y2165_ARATH	AT2G16250
C0LGK5	C0LGK5_ARATH	AT2G19190
C0LGK9	Y2242_ARATH	AT2G24230
C0LGL2	C0LGL2_ARATH	AT2G26730
C0LGL4	Y2289_ARATH	AT2G28960
C0LGL9	FEI2_ARATH	AT2G35620
C0LGM1	C0LGM1_ARATH	AT2G37050
C0LGM6	C0LGM6_ARATH	AT3G02880
C0LGM8	C0LGM8_ARATH	AT3G08680
C0LGN2	Y3148_ARATH	AT3G14840
C0LGN3	C0LGN3_ARATH	AT3G17840
C0LGP9	IMK3_ARATH	AT3G56100
C0LGQ5	GSO1_ARATH	AT4G20140
C0LGQ7	Y4245_ARATH	AT4G20450
C0LGQ9	Y4294_ARATH	AT4G20940
C0LGR0	C0LGR0_ARATH	AT4G22130
C0LGR2	C0LGR2_ARATH	AT4G23740
C0LGR3	Y4265_ARATH	AT4G26540
C0LGR9	Y4312_ARATH	AT4G31250
C0LGS1	C0LGS1_ARATH	AT4G34220
C0LGS2	Y4361_ARATH	AT4G36180
C0LGS3	Y4372_ARATH	AT4G37250
C0LGS7	C0LGS7_ARATH	AT5G06820
C0LGT0	C0LGT0_ARATH	AT5G10020
C0LGT1	Y5129_ARATH	AT5G10290
C0LGT2	C0LGT2_ARATH	AT5G14210
C0LGT4	C0LGT4_ARATH	AT5G16590
C0LGT5	Y5169_ARATH	AT5G16900
C0LGT6	EFR_ARATH	AT5G20480
C0LGU5	Y5457_ARATH	AT5G45780
C0LGU8	C0LGU8_ARATH	AT5G46330
C0LGV0	Y5487_ARATH	AT5G48740
C0LGV8	C0LGV8_ARATH	AT5G53890
C0LGW1	C0LGW1_ARATH	AT5G58300
C0LGW2	PAM74_ARATH	AT5G59650
C0LGW6	ERL1_ARATH	AT5G62230
C0LGX3	HSL2_ARATH	AT5G65710
C0LU16	MED21_ARATH	AT4G04780
C0SUS5	C0SUS5_ARATH	AT1G03840
C0SUT9	JMJ16_ARATH	AT1G08620
C0SUU0	C0SUU0_ARATH	AT1G09030
C0SUU8	C0SUU8_ARATH	AT1G11950
C0SUV0	C0SUV0_ARATH	AT1G12840
C0SUV5	C0SUV5_ARATH	AT1G15050
C0SUW0	C0SUW0_ARATH	AT1G17590
C0SUW1	C0SUW1_ARATH	AT1G17770
C0SUX8	C0SUX8_ARATH	AT1G27740
C0SUY4	C0SUY4_ARATH	AT1G30950
C0SUZ1	C0SUZ1_ARATH	AT1G34310
C0SV01	C0SV01_ARATH	AT1G50640
C0SV02	C0SV02_ARATH	AT1G52830
C0SV11	C0SV11_ARATH	AT1G62300
C0SV14	C0SV14_ARATH	AT1G63650
C0SV16	C0SV16_ARATH	AT1G64630
C0SV39	C0SV39_ARATH	AT1G80840
C0SV41	C0SV41_ARATH	AT2G01530
C0SV43	C0SV43_ARATH	AT2G04880
C0SV44	C0SV44_ARATH	AT2G13570
C0SV50	C0SV50_ARATH	AT2G18550
C0SV51	CB60C_ARATH	AT2G18750
C0SV55	C0SV55_ARATH	AT2G22630
C0SV56	C0SV56_ARATH	AT2G22760
C0SV65	C0SV65_ARATH	AT2G28160
C0SV66	C0SV66_ARATH	AT2G28350
C0SV72	C0SV72_ARATH	AT2G33500
C0SV82	C0SV82_ARATH	AT2G41240
C0SV95	C0SV95_ARATH	AT2G47890
C0SVA0	C0SVA0_ARATH	AT3G05800
C0SVA2	C0SVA2_ARATH	AT3G06590
C0SVA6	C0SVA6_ARATH	AT3G11260
C0SVC9	C0SVC9_ARATH	AT3G26520
C0SVD5	C0SVD5_ARATH	AT3G44310
C0SVE0	C0SVE0_ARATH	AT3G50650
C0SVE1	C0SVE1_ARATH	AT3G50870
C0SVE6	C0SVE6_ARATH	AT3G53680
C0SVF0	C0SVF0_ARATH	AT3G55370
C0SVF3	C0SVF3_ARATH	AT3G57150
C0SVF9	C0SVF9_ARATH	AT3G62100
C0SVG1	C0SVG1_ARATH	AT4G00480
C0SVL5	C0SVL5_ARATH	AT4G35100
C0SVL7	C0SVL7_ARATH	AT4G36060
C0SVM0	C0SVM0_ARATH	AT4G36990
C0SVM5	BBX19_ARATH	AT4G38960
C0SVN9	C0SVN9_ARATH	AT5G08130
C0SVP3	C0SVP3_ARATH	AT5G11740
C0SVP6	C0SVP6_ARATH	AT5G14750
C0SVP9	C0SVP9_ARATH	AT5G15970
C0SVQ0	C0SVQ0_ARATH	AT5G18680
C0SVQ6	C0SVQ6_ARATH	AT5G26170
C0SVR3	C0SVR3_ARATH	AT5G27910
C0SVS7	C0SVS7_ARATH	AT5G46690
C0SVS8	C0SVS8_ARATH	AT5G46830
C0SVS9	C0SVS9_ARATH	AT5G49300
C0SVT1	C0SVT1_ARATH	AT5G50470
C0SVT2	C0SVT2_ARATH	AT5G50480
C0SVT3	C0SVT3_ARATH	AT5G50490
C0SVU3	C0SVU3_ARATH	AT5G57420
C0SVU6	C0SVU6_ARATH	AT5G59340
C0SVV2	C0SVV2_ARATH	AT5G61270
C0SVV6	CB60A_ARATH	AT5G62570
C0Z241	C0Z241_ARATH	AT1G69530
C0Z252	C0Z252_ARATH	AT3G56720
C0Z268	C0Z268_ARATH	AT4G26700
C0Z274	C0Z274_ARATH	AT1G80910
C0Z286	C0Z286_ARATH	AT5G01010
C0Z2F6	C0Z2F6_ARATH	AT4G32440
C0Z2L5	C0Z2L5_ARATH	AT1G75390
C0Z2L8	C0Z2L8_ARATH	AT1G09640
C0Z2P1	C0Z2P1_ARATH	AT1G74840
C0Z2P3	C0Z2P3_ARATH	AT3G08510
C0Z2S1	C0Z2S1_ARATH	AT2G05380
C0Z2X3	C0Z2X3_ARATH	AT1G68920
C0Z2X6	C0Z2X6_ARATH	AT4G23895
C0Z2Z7	C0Z2Z7_ARATH	AT2G47900
C0Z361	CPNB3_ARATH	AT5G56500
C0Z3G0	C0Z3G0_ARATH	AT4G29350
C1PI94	C1PI94_ARATH	AT1G23780
C3VMM3	C3VMM3_ARATH	AT3G61970
C4NZX2	C4NZX2_ARATH	AT5G54310
C4PVQ8	C4PVQ8_ARATH	AT1G23390
C4PW05	C4PW05_ARATH	AT4G39800
C6KIE6	XLG2_ARATH	AT4G34390
D0EL35	CTC1_ARATH	AT4G09680
D3K0A7	D3K0A7_ARATH	AT3G23030
D3K0C2	D3K0C2_ARATH	AT1G15580
D3K0M2	D3K0M2_ARATH	AT3G17600
D5K228	RTM3_ARATH	AT3G58350
D6RVY5	D6RVY5_ARATH	AT1G67940
D7SFH9	LRL26_ARATH	AT1G66980
D9IX99	D9IX99_ARATH	AT2G45960
E0Y434	E0Y434_ARATH	AT4G03415
E3VNM4	E3VNM4_ARATH	AT5G06839
E5KGE0	E5KGE0_ARATH	AT2G42160
F1LIM1	F1LIM1_ARATH	AT2G37620,AT3G53750
F4HNT3	F4HNT3_ARATH	AT1G06790
F4HNU3	F4HNU3_ARATH	AT1G06890
F4HNU8	OFP4_ARATH	AT1G06920
F4HNW0	F4HNW0_ARATH	AT1G07010
F4HNW2	F4HNW2_ARATH	AT1G07010
F4HNZ6	F4HNZ6_ARATH	AT1G12900
F4HP14	F4HP14_ARATH	AT1G13060
F4HP23	F4HP23_ARATH	AT1G13140
F4HP43	F4HP43_ARATH	AT1G19330
F4HP45	F4HP45_ARATH	AT1G19350
F4HP88	SFH4_ARATH	AT1G19650
F4HP89	F4HP89_ARATH	AT1G19650
F4HPA5	F4HPA5_ARATH	AT1G26660
F4HPE1	F4HPE1_ARATH	AT1G26850
F4HPG6	F4HPG6_ARATH	AT1G33060
F4HPH0	F4HPH0_ARATH	AT1G33080
F4HPH2	DTX20_ARATH	AT1G33100
F4HPH5	F4HPH5_ARATH	AT1G33110
F4HPK7	F4HPK7_ARATH	AT1G44900
F4HQ03	F4HQ03_ARATH	AT1G66760
F4HQ22	LRL24_ARATH	AT1G66920
F4HQ54	F4HQ54_ARATH	AT1G73210
F4HQA1	PAF1_ARATH	AT1G79730
F4HQB1	F4HQB1_ARATH	AT1G79810
F4HQB9	F4HQB9_ARATH	AT1G79830
F4HQC0	F4HQC0_ARATH	AT1G79840
F4HQD2	F4HQD2_ARATH	AT1G79910
F4HQD4	HSP7P_ARATH	AT1G79920
F4HQD5	F4HQD5_ARATH	AT1G79920
F4HQE1	F4HQE1_ARATH	AT1G79940
F4HQF8	F4HQF8_ARATH	AT1G80040
F4HQF9	F4HQF9_ARATH	AT1G80040
F4HQG6	F4HQG6_ARATH	AT1G01040
F4HQG9	F4HQG9_ARATH	AT1G01060
F4HQH3	F4HQH3_ARATH	AT1G01060
F4HQJ3	F4HQJ3_ARATH	AT1G01160
F4HQN3	F4HQN3_ARATH	AT1G07440
F4HQP3	F4HQP3_ARATH	AT1G07500
F4HQQ0	F4HQQ0_ARATH	AT1G07570
F4HQQ8	F4HQQ8_ARATH	AT1G13270
F4HQR5	F4HQR5_ARATH	AT1G13320
F4HQR9	F4HQR9_ARATH	AT1G13350
F4HQT1	F4HQT1_ARATH	AT1G13440
F4HQU9	F4HQU9_ARATH	AT1G13560
F4HQX6	F4HQX6_ARATH	AT1G19750
F4HR76	F4HR76_ARATH	AT1G33430
F4HRB4	F4HRB4_ARATH	AT1G45201
F4HRC1	THO5A_ARATH	AT1G45233
F4HRC9	F4HRC9_ARATH	AT1G45249
F4HRD0	F4HRD0_ARATH	AT1G45249
F4HRD2	F4HRD2_ARATH	AT1G45230
F4HRH4	F4HRH4_ARATH	AT1G53430
F4HRI2	HEI10_ARATH	AT1G53490
F4HRK0	F4HRK0_ARATH	AT1G53580
F4HRL9	F4HRL9_ARATH	AT1G60850
F4HRM3	F4HRM3_ARATH	AT1G60890
F4HRR5	F4HRR5_ARATH	AT1G67090
F4HRT3	F4HRT3_ARATH	AT1G67210
F4HRT5	CRWN1_ARATH	AT1G67230
F4HRT7	F4HRT7_ARATH	AT1G67260
F4HRU7	F4HRU7_ARATH	AT1G67320
F4HRU9	F4HRU9_ARATH	AT1G67320
F4HRV8	F4HRV8_ARATH	AT1G67370
F4HRW5	F4HRW5_ARATH	AT1G67430
F4HS08	F4HS08_ARATH	AT1G73850
F4HS17	F4HS17_ARATH	AT1G73920
F4HS68	F4HS68_ARATH	AT1G80410
F4HS76	F4HS76_ARATH	AT1G80460
F4HS98	F4HS98_ARATH	AT1G01320
F4HS99	F4HS99_ARATH	AT1G01320
F4HSC9	F4HSC9_ARATH	AT1G01540
F4HSE1	F4HSE1_ARATH	AT1G07650
F4HSN5	F4HSN5_ARATH	AT1G13990
F4HSN6	F4HSN6_ARATH	AT1G13990
F4HSS8	F4HSS8_ARATH	AT1G20410
F4HST2	F4HST2_ARATH	AT1G20450
F4HSU3	F4HSU3_ARATH	AT1G20550
F4HSW8	F4HSW8_ARATH	AT1G27430
F4HSX1	F4HSX1_ARATH	AT1G27450
F4HT52	F4HT52_ARATH	AT1G34170
F4HT55	F4HT55_ARATH	AT1G47210
F4HT64	F4HT64_ARATH	AT1G47270
F4HT96	F4HT96_ARATH	AT1G47510
F4HTA0	F4HTA0_ARATH	AT1G47540
F4HTA1	F4HTA1_ARATH	AT1G47550
F4HTC0	F4HTC0_ARATH	AT1G53760
F4HTD0	F4HTD0_ARATH	AT1G53800
F4HTE0	F4HTE0_ARATH	AT1G53900
F4HTG9	F4HTG9_ARATH	AT1G61150
F4HTH8	F4HTH8_ARATH	AT1G61210
F4HTH9	F4HTH9_ARATH	AT1G61210
F4HTI7	F4HTI7_ARATH	AT1G61250
F4HTJ7	F4HTJ7_ARATH	AT1G61340
F4HTR6	F4HTR6_ARATH	AT1G67800
F4HTV6	F4HTV6_ARATH	AT1G74200
F4HU00	F4HU00_ARATH	AT1G80660
F4HU15	F4HU15_ARATH	AT1G80780
F4HU44	F4HU44_ARATH	AT1G01650
F4HU55	F4HU55_ARATH	AT1G01740
F4HU58	F4HU58_ARATH	AT1G01760
F4HU71	F4HU71_ARATH	AT1G01880
F4HU77	F4HU77_ARATH	AT1G01910
F4HU93	F4HU93_ARATH	AT1G07890
F4HUA0	F4HUA0_ARATH	AT1G07930
F4HUI7	F4HUI7_ARATH	AT1G14300
F4HUL6	F4HUL6_ARATH	AT1G20620
F4HUQ5	F4HUQ5_ARATH	AT1G20880
F4HUT3	F4HUT3_ARATH	AT1G27840
F4HUY1	F4HUY1_ARATH	AT1G34350
F4HV08	F4HV08_ARATH	AT1G34570
F4HV16	F4HV16_ARATH	AT1G47600
F4HV47	F4HV47_ARATH	AT1G47870
F4HV96	F4HV96_ARATH	AT1G54270
F4HVA0	F4HVA0_ARATH	AT1G54310
F4HVC3	F4HVC3_ARATH	AT1G61560
F4HVC5	F4HVC5_ARATH	AT1G61560
F4HVD9	F4HVD9_ARATH	AT1G61660
F4HVE0	F4HVE0_ARATH	AT1G61660
F4HVG8	CSK_ARATH	AT1G67840
F4HVH9	F4HVH9_ARATH	AT1G67890
F4HVL8	F4HVL8_ARATH	AT1G68140
F4HVM3	WTR10_ARATH	AT1G68170
F4HVV6	F4HVV6_ARATH	AT1G02080
F4HVV7	F4HVV7_ARATH	AT1G02080
F4HVW0	F4HVW0_ARATH	AT1G02090
F4HVY0	CER1_ARATH	AT1G02205
F4HW02	GAT1_ARATH	AT1G08230
F4HW26	F4HW26_ARATH	AT1G08420
F4HW29	F4HW29_ARATH	AT1G08450
F4HW30	F4HW30_ARATH	AT1G08450
F4HW90	F4HW90_ARATH	AT1G14620
F4HW92	F4HW92_ARATH	AT1G14640
F4HW96	F4HW96_ARATH	AT1G14660
F4HWC3	F4HWC3_ARATH	AT1G20970
F4HWE6	SEC5B_ARATH	AT1G21170
F4HWF9	NSRB_ARATH	AT1G21320
F4HWI4	F4HWI4_ARATH	AT1G28210
F4HWQ5	F4HWQ5_ARATH	AT1G35160
F4HWS5	F4HWS5_ARATH	AT1G48110
F4HWT0	F4HWT0_ARATH	AT1G48140
F4HWU0	F4HWU0_ARATH	AT1G48210
F4HWW1	F4HWW1_ARATH	AT1G54390
F4HWW5	F4HWW5_ARATH	AT1G54390
F4HWX0	F4HWX0_ARATH	AT1G54440
F4HX35	F4HX35_ARATH	AT1G62040
F4HX48	F4HX48_ARATH	AT1G62170
F4HXD1	F4HXD1_ARATH	AT1G74910
F4HXK4	F4HXK4_ARATH	AT1G02610
F4HXL3	F4HXL3_ARATH	AT1G02690
F4HXN6	F4HXN6_ARATH	AT1G08650
F4HXQ7	MYOB1_ARATH	AT1G08800
F4HXV6	NU155_ARATH	AT1G14850
F4HXX2	F4HXX2_ARATH	AT1G14990
F4HXY6	F4HXY6_ARATH	AT1G15110
F4HXY7	PSS1_ARATH	AT1G15110
F4HXZ1	F4HXZ1_ARATH	AT1G15130
F4HY43	F4HY43_ARATH	AT1G21690
F4HY45	F4HY45_ARATH	AT1G21690
F4HY46	F4HY46_ARATH	AT1G21690
F4HY55	F4HY55_ARATH	AT1G28410
F4HY56	RLT1_ARATH	AT1G28420
F4HY64	F4HY64_ARATH	AT1G28490
F4HYA0	F4HYA0_ARATH	AT1G28710
F4HYD7	F4HYD7_ARATH	AT1G35470
F4HYE7	F4HYE7_ARATH	AT1G48390
F4HYF3	DCYD1_ARATH	AT1G48420
F4HYF6	F4HYF6_ARATH	AT1G48450
F4HYF8	F4HYF8_ARATH	AT1G48450
F4HYG9	F4HYG9_ARATH	AT1G48510
F4HYH1	F4HYH1_ARATH	AT1G48520
F4HYH8	F4HYH8_ARATH	AT1G48560
F4HYQ1	F4HYQ1_ARATH	AT1G55160
F4HYR3	CSCL6_ARATH	AT1G62320
F4HYR4	F4HYR4_ARATH	AT1G62330
F4HZ25	F4HZ25_ARATH	AT1G75370
F4HZ57	F4HZ57_ARATH	AT1G75630
F4HZA7	F4HZA7_ARATH	AT1G03040
F4HZB2	BCHA1_ARATH	AT1G03060
F4HZD1	F4HZD1_ARATH	AT1G09060
F4HZE0	F4HZE0_ARATH	AT1G09130
F4HZI6	F4HZI6_ARATH	AT1G15200
F4HZI7	F4HZI7_ARATH	AT1G15200
F4HZI8	F4HZI8_ARATH	AT1G15200
F4HZK3	F4HZK3_ARATH	AT1G15280
F4HZN9	F4HZN9_ARATH	AT1G21750
F4HZQ7	WTR5_ARATH	AT1G21890
F4HZR4	F4HZR4_ARATH	AT1G21940
F4HZT2	F4HZT2_ARATH	AT1G22080
F4HZV3	F4HZV3_ARATH	AT1G29040
F4HZV4	F4HZV4_ARATH	AT1G29040
F4HZW3	F4HZW3_ARATH	AT1G29120
F4HZW6	F4HZW6_ARATH	AT1G29120
F4HZX7	F4HZX7_ARATH	AT1G29200
F4HZY1	F4HZY1_ARATH	AT1G29220
F4HZY9	F4HZY9_ARATH	AT1G35580
F4I061	F4I061_ARATH	AT1G49040
F4I062	F4I062_ARATH	AT1G49040
F4I079	F4I079_ARATH	AT1G55250
F4I080	F4I080_ARATH	AT1G55250
F4I096	MED13_ARATH	AT1G55325
F4I0A4	F4I0A4_ARATH	AT1G55350
F4I0I7	F4I0I7_ARATH	AT1G69040
F4I0K2	SCKL2_ARATH	AT1G69200
F4I0N7	F4I0N7_ARATH	AT1G75750
F4I0P8	VP35B_ARATH	AT1G75850
F4I0P9	F4I0P9_ARATH	AT1G75860
F4I0R0	F4I0R0_ARATH	AT1G75920
F4I0U6	F4I0U6_ARATH	AT1G03250
F4I0X0	F4I0X0_ARATH	AT1G03457
F4I0Y8	F4I0Y8_ARATH	AT1G09420
F4I101	F4I101_ARATH	AT1G09500
F4I129	F4I129_ARATH	AT1G09710
F4I1B4	F4I1B4_ARATH	AT1G22280
F4I1B7	F4I1B7_ARATH	AT1G22290
F4I1B8	F4I1B8_ARATH	AT1G22290
F4I1C1	F4I1C1_ARATH	AT1G22300
F4I1C6	F4I1C6_ARATH	AT1G22360
F4I1G1	F4I1G1_ARATH	AT1G29350
F4I1G5	CRIM2_ARATH	AT1G29390
F4I1K2	F4I1K2_ARATH	AT1G36050
F4I1L3	ACC2_ARATH	AT1G36180
F4I1T5	F4I1T5_ARATH	AT1G55535
F4I1T7	NP214_ARATH	AT1G55540
F4I1T9	F4I1T9_ARATH	AT1G55550
F4I1V3	F4I1V3_ARATH	AT1G55660
F4I1X2	F4I1X2_ARATH	AT1G55800
F4I1Y3	F4I1Y3_ARATH	AT1G55860
F4I1Z0	F4I1Z0_ARATH	AT1G63110
F4I233	F4I233_ARATH	AT1G63430
F4I241	BUB33_ARATH	AT1G69400
F4I266	F4I266_ARATH	AT1G69530
F4I2F8	F4I2F8_ARATH	AT1G03630
F4I2G0	F4I2G0_ARATH	AT1G03660
F4I2H7	TPX2_ARATH	AT1G03780
F4I2J8	CATIN_ARATH	AT1G03910
F4I2P7	F4I2P7_ARATH	AT1G10040
F4I2Q0	F4I2Q0_ARATH	AT1G10060
F4I2R3	F4I2R3_ARATH	AT1G10155
F4I2W6	F4I2W6_ARATH	AT1G16340
F4I2Z8	F4I2Z8_ARATH	AT1G22750
F4I316	F4I316_ARATH	AT1G22882
F4I325	F4I325_ARATH	AT1G22920
F4I346	F4I346_ARATH	AT1G29800
F4I354	F4I354_ARATH	AT1G29850
F4I355	F4I355_ARATH	AT1G29850
F4I376	F4I376_ARATH	AT1G29970
F4I378	F4I378_ARATH	AT1G29980
F4I3B1	F4I3B1_ARATH	AT1G49590
F4I3B2	F4I3B2_ARATH	AT1G49590
F4I3C3	F4I3C3_ARATH	AT1G49670
F4I3C5	F4I3C5_ARATH	AT1G49700
F4I3C6	F4I3C6_ARATH	AT1G49700
F4I3C9	F4I3C9_ARATH	AT1G49720
F4I3D1	F4I3D1_ARATH	AT1G49730
F4I3G8	F4I3G8_ARATH	AT1G55880
F4I3J0	F4I3J0_ARATH	AT1G56050
F4I3J6	F4I3J6_ARATH	AT1G56100
F4I3J7	F4I3J7_ARATH	AT1G56100
F4I3J8	F4I3J8_ARATH	AT1G56100
F4I3L1	F4I3L1_ARATH	AT1G56190
F4I3M3	F4I3M3_ARATH	AT1G63500
F4I3P5	F4I3P5_ARATH	AT1G63660
F4I3Q0	F4I3Q0_ARATH	AT1G63690
F4I3V3	LRL15_ARATH	AT1G69910
F4I3X3	F4I3X3_ARATH	AT1G70100
F4I420	F4I420_ARATH	AT1G76810
F4I442	F4I442_ARATH	AT1G04020
F4I443	BARD1_ARATH	AT1G04020
F4I454	F4I454_ARATH	AT1G04120
F4I460	MYO8_ARATH	AT1G04160
F4I472	F4I472_ARATH	AT1G04270
F4I4E1	F4I4E1_ARATH	AT1G10585
F4I4H2	F4I4H2_ARATH	AT1G16560
F4I4I3	F4I4I3_ARATH	AT1G16680
F4I4J4	F4I4J4_ARATH	AT1G16760
F4I4Q3	DTX32_ARATH	AT1G23300
F4I4Q9	F4I4Q9_ARATH	AT1G30070
F4I4R0	F4I4R0_ARATH	AT1G30080
F4I4X6	F4I4X6_ARATH	AT1G50030
F4I4Y5	F4I4Y5_ARATH	AT1G50140
F4I4Y6	F4I4Y6_ARATH	AT1G50140
F4I4Z2	F4I4Z2_ARATH	AT1G50200
F4I522	F4I522_ARATH	AT1G56280
F4I529	F4I529_ARATH	AT1G56340
F4I562	AP3M_ARATH	AT1G56590
F4I566	F4I566_ARATH	AT1G56610
F4I570	F4I570_ARATH	AT1G63900
F4I576	F4I576_ARATH	AT1G63940
F4I577	F4I577_ARATH	AT1G63940
F4I594	RLM1A_ARATH	AT1G64070
F4I596	F4I596_ARATH	AT1G64090
F4I5B1	F4I5B1_ARATH	AT1G64180
F4I5B8	F4I5B8_ARATH	AT1G64230
F4I5C0	F4I5C0_ARATH	AT1G64230
F4I5D7	F4I5D7_ARATH	AT1G70280
F4I5N6	RIC3_ARATH	AT1G04450
F4I5P3	F4I5P3_ARATH	AT1G04510
F4I5P9	F4I5P9_ARATH	AT1G04550
F4I5Q6	MYO7_ARATH	AT1G04600
F4I5R5	F4I5R5_ARATH	AT1G04650
F4I5V8	F4I5V8_ARATH	AT1G10670
F4I5X3	F4I5X3_ARATH	AT1G10740
F4I615	F4I615_ARATH	AT1G16890
F4I642	F4I642_ARATH	AT1G17110
F4I672	F4I672_ARATH	AT1G23460
F4I6C2	F4I6C2_ARATH	AT1G30500
F4I6D6	F4I6D6_ARATH	AT1G30590
F4I6G4	JMJ18_ARATH	AT1G30810
F4I6L0	F4I6L0_ARATH	AT1G50730
F4I6V4	F4I6V4_ARATH	AT1G70660
F4I6W3	F4I6W3_ARATH	AT1G70730
F4I6W4	F4I6W4_ARATH	AT1G70730
F4I6Y3	F4I6Y3_ARATH	AT1G70830
F4I6Z9	F4I6Z9_ARATH	AT1G77300
F4I764	F4I764_ARATH	AT1G04930
F4I775	F4I775_ARATH	AT1G04970
F4I780	F4I780_ARATH	AT1G05000
F4I7A3	F4I7A3_ARATH	AT1G05180
F4I7A4	F4I7A4_ARATH	AT1G05180
F4I7B6	F4I7B6_ARATH	AT1G10940
F4I7E4	F4I7E4_ARATH	AT1G11180
F4I7F7	F4I7F7_ARATH	AT1G11270
F4I7G8	F4I7G8_ARATH	AT1G17200
F4I7M5	F4I7M5_ARATH	AT1G23820
F4I7N5	F4I7N5_ARATH	AT1G23890
F4I7X9	F4I7X9_ARATH	AT1G50950
F4I7Y2	VP53B_ARATH	AT1G50970
F4I7Y4	F4I7Y4_ARATH	AT1G50990
F4I7Z3	F4I7Z3_ARATH	AT1G51070
F4I824	F4I824_ARATH	AT1G51310
F4I878	BLT_ARATH	AT1G64690
F4I886	F4I886_ARATH	AT1G64750
F4I890	F4I890_ARATH	AT1G64770
F4I891	F4I891_ARATH	AT1G64770
F4I893	F4I893_ARATH	AT1G64790
F4I894	F4I894_ARATH	AT1G64790
F4I8B9	Y1501_ARATH	AT1G65010
F4I8E9	F4I8E9_ARATH	AT1G71110
F4I8F7	F4I8F7_ARATH	AT1G71190
F4I8I0	F4I8I0_ARATH	AT1G71360
F4I8J3	F4I8J3_ARATH	AT1G77800
F4I8J4	F4I8J4_ARATH	AT1G77800
F4I8K4	F4I8K4_ARATH	AT1G77880
F4I8L6	F4I8L6_ARATH	AT1G77950
F4I8R6	OFP12_ARATH	AT1G05420
F4I8S3	CLSY3_ARATH	AT1G05490
F4I8T3	F4I8T3_ARATH	AT1G05570
F4I8U6	F4I8U6_ARATH	AT1G11330
F4I8X6	F4I8X6_ARATH	AT1G11540
F4I907	GLYR2_ARATH	AT1G17650
F4I908	F4I908_ARATH	AT1G17665
F4I962	F4I962_ARATH	AT1G24190
F4I972	F4I972_ARATH	AT1G24260
F4I982	F4I982_ARATH	AT1G24300
F4I983	F4I983_ARATH	AT1G24300
F4I989	F4I989_ARATH	AT1G24350
F4I9A1	F4I9A1_ARATH	AT1G24460
F4I9A2	F4I9A2_ARATH	AT1G24460
F4I9D5	F4I9D5_ARATH	AT1G31420
F4I9F1	F4I9F1_ARATH	AT1G31540
F4I9I0	F4I9I0_ARATH	AT1G51370
F4I9I1	F4I9I1_ARATH	AT1G51370
F4I9J7	F4I9J7_ARATH	AT1G51510
F4I9M3	F4I9M3_ARATH	AT1G51690
F4I9N7	F4I9N7_ARATH	AT1G57870
F4I9R1	F4I9R1_ARATH	AT1G58110
F4I9U2	F4I9U2_ARATH	AT1G65090
F4I9U3	F4I9U3_ARATH	AT1G65090
F4I9X6	F4I9X6_ARATH	AT1G65350
F4I9Y7	F4I9Y7_ARATH	AT1G65440
F4I9Y9	F4I9Y9_ARATH	AT1G65440
F4IA34	F4IA34_ARATH	AT1G71820
F4IA41	F4IA41_ARATH	AT1G71860
F4IA59	F4IA59_ARATH	AT1G78220
F4IAG1	F4IAG1_ARATH	AT1G11720
F4IAG2	SSY3_ARATH	AT1G11720
F4IAG5	F4IAG5_ARATH	AT1G11750
F4IAI7	F4IAI7_ARATH	AT1G11850
F4IAP5	F4IAP5_ARATH	AT1G18270
F4IAT2	THOC2_ARATH	AT1G24706
F4IAT3	F4IAT3_ARATH	AT1G24706
F4IAW5	F4IAW5_ARATH	AT1G25220
F4IB62	F4IB62_ARATH	AT1G51805
F4IB63	F4IB63_ARATH	AT1G51805
F4IB75	F4IB75_ARATH	AT1G51900
F4IBA6	F4IBA6_ARATH	AT1G52150
F4IBA7	F4IBA7_ARATH	AT1G52155
F4IBD7	CSCLA_ARATH	AT1G58520
F4IBG1	F4IBG1_ARATH	AT1G65470
F4IBM1	F4IBM1_ARATH	AT1G71940
F4IBR2	F4IBR2_ARATH	AT1G72270
F4IBR3	F4IBR3_ARATH	AT1G72270
F4IBT7	F4IBT7_ARATH	AT1G78680
F4IBV2	F4IBV2_ARATH	AT1G78790
F4IBY7	F4IBY7_ARATH	AT1G06040
F4ICA0	F4ICA0_ARATH	AT1G18550
F4ICB5	F4ICB5_ARATH	AT1G18660
F4ICC6	F4ICC6_ARATH	AT1G18730
F4ICD1	F4ICD1_ARATH	AT1G18750
F4ICE8	F4ICE8_ARATH	AT1G25275
F4ICF2	F4ICF2_ARATH	AT1G25280
F4ICG2	F4ICG2_ARATH	AT1G25350
F4ICH3	F4ICH3_ARATH	AT1G25420
F4ICK7	F4ICK7_ARATH	AT1G32130
F4ICK8	F4ICK8_ARATH	AT1G32130
F4ICM3	F4ICM3_ARATH	AT1G32230
F4ICX0	F4ICX0_ARATH	AT1G52360
F4ICX9	TSA1_ARATH	AT1G52410
F4ICZ4	F4ICZ4_ARATH	AT1G52510
F4ICZ7	F4ICZ7_ARATH	AT1G59520
F4ICZ9	F4ICZ9_ARATH	AT1G59520
